"date","022202f7-d1e6-435c-9764-3928e63e05f7","eb7fd34b-192c-437d-aa65-6ccd2b4b5cd1","1036b7f0-ddf2-43b0-8de2-964e14332004","86edcca7-3bd4-4e4c-801d-cb1a6effcf9d","795d703c-b462-434a-9754-27327e667fe8","c1cbf6e9-ad26-45f7-a238-6330a62708c4","e17a0bd8-b94c-4afc-a131-4f28a6a8b93c","109551c9-8a8b-4bb7-8899-bd3d29287ef5","5ce7562c-f4ea-4381-96d9-f37262d33ea3","933bdf75-683f-49ad-9a45-2f3b1173a0ba","42d823a9-7901-480a-910d-e52283a1d2c6","8307849d-329a-49dc-b131-3dd9aeff5f1a","d31227cc-2ea6-4dd5-b410-e3cfcd6ab8fe","7115a379-176f-4304-aae8-b1f56f0098f5","88e539f2-5310-4d87-a9d1-74f77006132f","1c40173c-e5ec-4243-8bf6-742a3e40c75d","552d7867-7586-4a15-8b33-b3304715d964","0d6892b0-644c-4c85-aee8-13ee9d2d62bb","365635c1-61e6-4a5f-ab3e-877784249180","80f54c64-da7a-435c-8c6c-e98a2e7fd2f8","5586b8a2-f1c2-4f7a-9e23-478f09ff9cf8","c621b06b-4f8f-49ac-8938-759055cf3905","da90c827-f14c-4775-89d1-aff503e1db70","5411ca7e-ba37-4a55-834e-ef24c3daedde","f267647f-b56a-4780-bcfc-919c92de6b6c","4161f28b-480d-4899-a7d8-d027f524d062","199552d7-d517-42a1-9183-245004a6afc8","84d97a78-3915-493b-ac2e-df5dad1493a1","866fcfe8-4cb3-4f08-b345-7167840b7f3e","6df7785f-1959-4ec9-9e62-1cc2a9b52867","e55ca55a-d769-4b37-b6a7-07f68daa6987","a0b96d90-58e7-4a21-ab7c-2d80ee89d803","8091366d-8285-4b59-9518-c16b0d9f4646","35efdc88-dc33-405a-8ed6-049dfd1c7cb5","68f497f2-e2e1-4282-8ad2-cefbfe20376e","cf425d7f-ea88-4365-a19d-d7d2feef8230","3918eb2d-46ca-4b58-acfb-46468bf66b45","a528c926-abb3-4335-aebb-978264bdfaaa","3c47bb19-df27-4e7b-9ce4-dde59255f146","21b39a37-f5bc-44a4-81f0-08fc04e38f25","eb672ae8-aed8-42f3-8a92-e5d49aa34e9e","60de540b-5df7-4ed9-b436-b568975d3a1f","f7cff4f2-529d-487a-abdf-fc5e299cd0e2","f260f2e9-46ba-4f47-aa22-27bfc6122d7e","08439126-3e24-44e5-932e-e11efb7295f6","ad9ad2e3-d048-4559-9cff-ea3bbbc75ae4","4d753f65-0f4b-44d2-a492-5627f3848827","a445adb0-f38b-4df5-8789-4dff33855576","8f2b7881-b5cf-427f-b615-981736863f1d","43a6de42-676f-4fbf-b55a-32e4b4f423a0","31536d1e-1eec-4354-b650-3d7d3624fdb9","983a8e54-1900-4d8a-88bb-9f3e8a70df7a","e68ca1d1-807b-4233-b129-a619d074a204","2446051f-ab36-4056-9a4e-ad7012c25ae3","1b96acfd-a6f3-4010-b50c-da5bfc13fecc","04221ecb-4b42-41b2-a4bb-c3e31d0c2527"
2025-01-24,1886.19602347537,970.062366500553,36853.3662220657,22298.1988833084,3369.80653092174,1068.93366623635,1103.90879242474,1853.60905792987,1110.80459507341,1138.87906149088,2894.80961927416,8692.03852882161,3247.3863506503,5173.12484810875,4703.49483474019,2321.82787096945,2631.99937227665,964.810031199137,1118.59999419588,1088.83706131646,1828.80334320587,3978.66473484175,4250.0917279454,1144.58164159185,4689.6096789895,7809.31895005899,9922.83992620388,7017.99503380408,3771.95236921196,2841.10762638409,3080.1481068563,3614.13829484951,7931.11877194223,3217.18157015654,6510.33457837656,6485.44351114554,6115.28946134773,1949.02494590793,1239.43434913235,1357.7420139104,1257.98755915856,2325.33280754141,3538.37865567525,3203.44038681327,6769.51607764583,1325.87742021514,4600.18312408453,4632.34585238611,4790.15245597339,5621.3162881119,6797.534875262,1468.24910514026,1589.52131891962,1373.267976363,1627.54400288962,11014.9463536665
2025-01-23,1888.01915420932,968.709407245506,37156.0489315242,22363.8573402933,3375.91557839226,1071.31666919309,1107.74931576801,1859.58947986643,1096.38400288979,1133.42898415602,2916.29943930137,8735.12632890031,3232.23433007163,5191.24790196317,4716.4623242793,2339.54456975021,2628.89422184379,951.372296850556,1109.44035589563,1092.6251497706,1835.4932778872,3994.49305710741,4257.92044866546,1139.52225906221,4681.87389918526,7840.5361963604,9958.8238597501,6971.14295189003,3772.48343819411,2858.27195605253,3070.30679686892,3616.45432056442,7936.8769876346,3201.72032287514,6511.58954980257,6486.66032602436,6122.03371894509,1947.15132396605,1239.40761813243,1353.29212993874,1256.17355517949,2328.35555909105,3551.56846359213,3193.77341109594,6781.81636456406,1322.01132359787,4611.18381889897,4643.30912000682,4801.30686598268,5635.17446381169,6816.18172068414,1469.08283311766,1592.97379250912,1369.2787098565,1633.86991619206,11049.9595676416
2025-01-22,1886.94073024626,963.80321892647,37161.0158951841,22243.177829969,3362.80902177036,1066.2773481257,1095.89181948291,1848.20792296555,1090.68817032534,1124.1298442777,2901.71174802076,8714.60420078098,3217.89018680205,5153.78875118148,4682.41842650312,2330.65276001535,2618.73277457962,947.471558980581,1107.97210509138,1080.92954457365,1828.44931540717,3974.38977204065,4237.6218350613,1133.99859367405,4650.5940825834,7884.86501725208,9821.79446919392,6951.67032591821,3747.98406876281,2831.9757054629,3061.31079030245,3590.86145005027,7925.30159380532,3188.42929257054,6461.76075113357,6473.71635365748,6123.57592544942,1947.62431149099,1232.44570626898,1354.1180139539,1257.25530935359,2317.93872333355,3532.13047954454,3180.21841920894,6757.19227752395,1318.57020317944,4589.39924872265,4624.65446554566,4784.60191880846,5617.20614379159,6807.78649406813,1458.12606741631,1586.46360319235,1367.10359683179,1622.93737917102,10994.2354407468
2025-01-21,1890.25434147696,974.775191166602,36783.0006949487,22118.0966353777,3352.91526627364,1060.01517457884,1081.30752799588,1829.91206083807,1086.05055421895,1112.49199932227,2854.17004489407,8583.20481683217,3251.81363830317,5161.31869934545,4691.73851577907,2342.45072559393,2664.61583551999,949.237226872813,1103.36000282806,1066.54437326865,1808.45499715967,3953.71526114127,4221.56636715443,1152.36236676062,4642.03430675028,7934.58701556777,9684.30556797572,7053.39623830024,3785.64452802573,2810.14410646917,3092.46289774181,3641.13000996538,7902.95421001465,3189.40472190127,6414.83257043867,6528.36842473828,6152.4737981444,1948.32618170997,1244.31892477892,1352.40617224352,1259.50149661097,2325.60166917523,3507.41587476074,3170.48088036205,6745.19762178537,1326.17088896373,4537.37230328776,4569.96755650254,4724.56008028076,5542.90942825918,6698.45731618044,1449.17009352933,1587.75439924465,1383.28317291559,1613.42227726305,10964.524062167
2025-01-20,1883.47094499192,967.676476462572,36526.5392837341,21916.3527731336,3323.57454933217,1047.49704992198,1062.73245663545,1808.97986503464,1074.29642677957,1110.52547132645,2789.78955486433,8353.81301784112,3229.60568674442,5113.16904745935,4625.03502604855,2326.2024189234,2645.16239347245,944.633414920938,1092.89840728381,1048.22290844056,1780.99877831211,3920.15703464181,4189.30573138317,1139.061821026,4590.1374411286,7858.55316525197,9371.93063115316,6963.87985986086,3738.74560359576,2761.85369265802,3052.75588285267,3598.89445888106,7686.24394918527,3147.13584528671,6348.29565179656,6423.03221147775,6054.28974178224,1946.97981153473,1225.70378657895,1332.7213102513,1256.07226655877,2312.09606978673,3475.54788714777,3158.75202038082,6706.56163449824,1312.28670362215,4507.31179525862,4542.84125210126,4698.89441158859,5509.84187192785,6676.44956710313,1436.05167882619,1565.0928580487,1371.21687612791,1585.25831565008,10872.5495179327
2025-01-17,1883.57428334527,967.730989937354,36528.7340295458,21916.3527731336,3323.38098112601,1047.43994210554,1062.51181479509,1808.61017376897,1071.96857971744,1111.52348079022,2789.94366267372,8353.52159643003,3229.49065317059,5113.59469187263,4625.34382697876,2326.5101847769,2645.17514820164,944.444024826945,1092.76129377529,1048.00527903611,1781.0258007092,3920.0716618224,4189.31416891421,1139.02640718385,4590.95382341498,7858.14567416173,9372.38512670886,6964.60445163196,3738.9625620823,2761.70306937805,3053.11865889865,3598.951779762,7685.90451370654,3147.08820304555,6348.82215985517,6424.30994096208,6054.29086167892,1945.88854605579,1225.81058763329,1332.67790506479,1255.99492922829,2312.24021036388,3475.32276860444,3158.30215332865,6706.75140950964,1312.25665757225,4507.66353563285,4543.18987670138,4699.28514157399,5510.4999660545,6676.91895157429,1436.17225943462,1565.1521559698,1371.41625640384,1585.18315240382,10871.602380717
2025-01-16,1878.29545704693,967.002159657494,36133.2974845174,21703.6047002216,3305.26021134726,1037.97612841306,1045.518701841,1787.90131327376,1064.49120238473,1095.0528478809,2764.06935040917,8330.70351597875,3225.64196731282,5066.21500248035,4588.97935093963,2314.58653914963,2640.59623585627,940.766120032924,1087.3151950903,1031.244174044,1759.21479439982,3896.55740231687,4159.21302950344,1138.95930562197,4545.16248189948,7851.06214527401,9229.0095108034,6915.5256448357,3723.98638838265,2754.78466021336,3048.77180930752,3581.26195053109,7652.55277875343,3136.79007105218,6291.8970901494,6395.07940743839,6026.6495484819,1945.07942001131,1219.06460879438,1329.66144567451,1255.35106027292,2306.38905865253,3436.01622454333,3146.37731244347,6647.60700014575,1306.32482809833,4451.52674852887,4486.17043159717,4637.91250278179,5435.07688442283,6573.9454998647,1421.19270994088,1545.51280916717,1356.48100080346,1570.99706829905,10785.1151120026
2025-01-15,1881.68800105447,972.152570017939,36131.8021123149,21741.2024200035,3287.55979358923,1035.76997059813,1044.36632234715,1787.47684772362,1053.04856102841,1095.31728796866,2746.91723091641,8249.3039263288,3191.65832821138,5045.33405494488,4559.05947828392,2297.71922121399,2603.27102128739,940.305545111854,1086.69685518167,1030.10752805456,1752.63742838283,3911.61417308151,4157.9806579677,1123.71195991984,4502.76049757329,7800.49289669034,9183.27737009326,6866.7246708486,3676.83822284764,2742.9619246581,3019.25194725999,3536.10135696479,7604.11074173329,3127.73642514648,6324.1489739428,6371.18947622693,5989.63809388502,1940.90974844206,1213.17535331716,1323.07064446363,1253.1492018103,2299.26474445938,3447.55757449388,3157.89938831268,6646.93286028358,1295.46965951147,4493.42175569223,4531.40114716223,4690.56253863739,5504.30637002692,6676.14867318078,1426.37502693837,1543.91130542866,1363.02496522812,1564.38004404731,10776.7279631131
2025-01-14,1871.32704400374,967.363723291818,35706.4593542368,21351.1031518278,3259.91925249506,1021.21522899175,1023.79903586597,1750.61712936099,1048.56245444929,1081.4377874119,2678.82168696725,8003.74581324021,3184.20767553708,4996.84419437366,4524.41500715486,2259.83793511355,2585.14193726201,930.0708014368,1084.59129853606,1009.82104793492,1711.07535150209,3855.71522892181,4113.59522604603,1123.70660597009,4412.72879688863,7621.8200313939,8799.2830667897,6806.11577300723,3630.2435911879,2710.73207332451,2981.76753607519,3500.93011959094,7457.48935415596,3080.64427005215,6208.41490712875,6251.89959306223,5899.93011674225,1935.26146149999,1206.83812277754,1292.10283123113,1243.46274000054,2285.37084487174,3382.58522637145,3128.12336502343,6558.69352730468,1282.67284125841,4393.71553305667,4430.28989777539,4580.06090874098,5364.41896536718,6487.52499000288,1398.68601038051,1512.39460447435,1347.06908849354,1529.64592611022,10622.7168026508
2025-01-13,1870.61853444442,954.703541678937,35655.0243093849,21328.7279234698,3242.73187147961,1020.93732278871,1015.75921865855,1744.4134754321,1045.87643167606,1076.97406022739,2653.24968650034,7894.98189631913,3185.3925960146,4973.18544277075,4504.58588182363,2234.54598195748,2558.92251499452,913.889188085214,1063.7022590543,1001.89099882062,1708.77939073744,3844.92653273319,4104.29284442993,1113.83622295791,4371.26812511987,7471.4907400517,8702.68398358013,6702.61928445337,3593.62735296172,2684.54604575566,2941.52602305109,3478.75394142199,7306.51629344681,3064.67114999918,6225.11300563104,6140.40951895176,5805.62058249485,1929.82919454848,1200.90275064186,1273.60212660461,1242.88634603224,2278.67264218768,3376.81432318554,3093.98509298012,6539.1749285748,1270.17913442612,4411.09872773129,4451.99573009893,4605.95799910396,5398.23663091214,6547.84416435687,1400.87280673143,1485.12448470323,1321.65662302315,1511.45396816669,10588.9916703258
2025-01-10,1870.79269976959,946.330611283293,35821.1106719067,21294.6148703995,3218.51717742782,1016.6791849343,1020.12942338817,1751.3926916002,1059.02445543981,1087.96021388694,2704.55267847377,8023.12233931909,3185.36073759649,4941.61241708597,4469.5449925497,2193.82383776446,2522.34895238648,927.849522613161,1078.64484202943,1006.20153689025,1719.68592956062,3832.03350144133,4092.95129277517,1102.92887439531,4363.00528251675,7439.55888355285,8761.80681599316,6623.92842174929,3550.00559210969,2688.31088429485,2915.33045063782,3445.48083577898,7317.96620465163,3078.10335656125,6212.24840236421,6103.34109454046,5767.73491641737,1930.86611774729,1187.47215981956,1265.53322393539,1244.39014322698,2280.97421651498,3369.25318324899,3116.16464414233,6530.96910838324,1266.94636478198,4417.37207285953,4460.48761843231,4617.64902079793,5416.65891285609,6586.76680184628,1397.38437985232,1483.66463378136,1309.13205628982,1517.47253158704,10561.0319431446
2025-01-09,1872.42893733198,968.097348198938,36216.9353570022,21622.907155324,3278.96123589355,1031.69059368689,1053.21914543645,1773.4934796015,1067.73704087836,1097.37759612131,2761.67068081895,8148.27357081786,3247.77778945208,4969.77898246959,4532.53440403772,2208.06542553734,2564.02170830912,952.901519561129,1107.50385166337,1038.83948303404,1744.54154244643,3851.86393882637,4148.02272789919,1128.10904068366,4457.89914897905,7610.37283512542,8978.87128702258,6738.74049732458,3559.05928891962,2753.47122316129,2954.50094072194,3476.64136793856,7473.49116880364,3133.87706289462,6293.93062703143,6241.7754212668,5844.86817578654,1938.88800104002,1200.51351859009,1292.87992696883,1250.59651727753,2303.22073623923,3422.48472049208,3118.588212255,6621.58878462441,1284.52849684948,4484.81207358239,4526.07410587468,4685.09826395433,5494.75339132145,6687.30371814111,1416.74876497325,1519.9814316123,1338.87225366695,1547.88507136056,10700.3444332609
2025-01-08,1872.38244628906,967.935235563006,36218.484597854,21622.1735412794,3278.58427732353,1031.8706266533,1052.78346214467,1773.53214415374,1067.59631846416,1089.58332125777,2761.46477175033,8148.61982335065,3247.4842009026,4968.94719709561,4531.56029329239,2207.8542921561,2563.73159498493,952.986379915894,1107.63394895081,1038.40974815166,1744.29821314042,3851.09467015093,4147.6388685403,1127.64093695973,4458.27596898423,7609.61800984106,8976.95028607995,6738.33198796063,3558.55703381093,2753.06392599454,2954.10464990372,3476.1135875061,7472.1599908595,3133.75922734595,6292.25354604074,6241.37123901678,5843.92361003877,1935.86082139156,1200.51224190884,1292.87202973497,1250.58770727699,2302.88654426741,3422.52469111133,3118.45610687988,6621.21664912247,1284.34338026567,4484.2259218721,4525.51479089639,4684.52163966551,5494.08923547703,6687.16698269492,1416.48871045447,1519.69146452362,1338.67181485557,1547.61967450106,10699.8338597309
2025-01-07,1872.25085449219,966.827320331597,36307.4579709938,21593.9294005653,3259.13331743259,1032.01825512499,1049.31192693098,1767.45628276319,1064.55104635852,1085.29127630624,2798.69046871641,8342.85982268708,3246.40676724697,4963.5732968845,4522.33839275742,2201.96900402431,2559.37520483817,952.958680376497,1102.27316042966,1034.98561001065,1730.18961485338,3846.44362009152,4137.25708195208,1125.9685646602,4443.86388710059,7665.97325000539,8980.52029072846,6696.46577214742,3546.4005536404,2755.43694922279,2940.89287215073,3479.15958577941,7436.27938920454,3130.99426443478,6285.75029185264,6243.89160009584,5824.44905415694,1938.85830643506,1198.35683662289,1284.34063758359,1249.56261528849,2305.44840495078,3418.70284490029,3117.52405122354,6611.85740060971,1271.32910086364,4482.56929766407,4523.51184894441,4682.50890342454,5491.09235878925,6686.59307589717,1415.20443518057,1516.54915726948,1338.97321430798,1539.74380478904,10686.4636557178
